dataset,instance,product,period,value
3X,IncT3x_2,EK8R_12_16,18,3788.0
3X,IncT3x_2,EK8R_12_16,19,179.0
3X,IncT3x_2,EK8R_12_16,20,882.0
3X,IncT3x_2,EK8R_12_16,21,3023.0
3X,IncT3x_2,EK8R_12_16,32,704.0
3X,IncT3x_2,EK8R_12_16,36,3424.0
3X,IncT3x_2,EK8R_12_16,37,3788.0
3X,IncT3x_2,EK8R_12_16,38,179.0
3X,IncT3x_2,EK8R_12_16,39,882.0
3X,IncT3x_2,EK8R_12_16,40,3023.0
3X,IncT3x_2,EK8R_12_16,51,704.0
3X,IncT3x_2,EK8R_12_16,55,3424.0
3X,IncT3x_2,EK8R_12_16,56,3788.0
3X,IncT3x_2,EK8R_12_16,57,179.0
3X,IncT3x_2,EK8R_10_36,2,259.0
3X,IncT3x_2,EK8R_10_36,11,1507.0
3X,IncT3x_2,EK8R_10_36,19,234.0
3X,IncT3x_2,EK8R_10_36,21,259.0
3X,IncT3x_2,EK8R_10_36,30,1507.0
3X,IncT3x_2,EK8R_10_36,38,234.0
3X,IncT3x_2,EK8R_10_36,40,259.0
3X,IncT3x_2,EK8R_10_36,49,1507.0
3X,IncT3x_2,EK8R_10_36,57,234.0
3X,IncT3x_2,EK8R_20_40,3,1139.0
3X,IncT3x_2,EK8R_20_40,9,1888.0
3X,IncT3x_2,EK8R_20_40,19,123.0
3X,IncT3x_2,EK8R_20_40,22,1139.0
3X,IncT3x_2,EK8R_20_40,28,1888.0
3X,IncT3x_2,EK8R_20_40,38,123.0
3X,IncT3x_2,EK8R_20_40,41,1139.0
3X,IncT3x_2,EK8R_20_40,47,1888.0
3X,IncT3x_2,EK8R_20_40,57,123.0
3X,IncT3x_2,EK8R_08_20,9,595.0
3X,IncT3x_2,EK8R_08_20,17,1962.0
3X,IncT3x_2,EK8R_08_20,18,412.0
3X,IncT3x_2,EK8R_08_20,19,31.0
3X,IncT3x_2,EK8R_08_20,28,595.0
3X,IncT3x_2,EK8R_08_20,36,1962.0
3X,IncT3x_2,EK8R_08_20,37,412.0
3X,IncT3x_2,EK8R_08_20,38,31.0
3X,IncT3x_2,EK8R_08_20,47,595.0
3X,IncT3x_2,EK8R_08_20,55,1962.0
3X,IncT3x_2,EK8R_08_20,56,412.0
3X,IncT3x_2,EK8R_08_20,57,31.0
3X,IncT3x_2,EK8R_40_F,10,409.0
3X,IncT3x_2,EK8R_40_F,16,1502.0
3X,IncT3x_2,EK8R_40_F,19,2089.0
3X,IncT3x_2,EK8R_40_F,29,409.0
3X,IncT3x_2,EK8R_40_F,35,1502.0
3X,IncT3x_2,EK8R_40_F,38,2089.0
3X,IncT3x_2,EK8R_40_F,48,409.0
3X,IncT3x_2,EK8R_40_F,54,1502.0
3X,IncT3x_2,EK8R_40_F,57,2089.0
3X,IncT3x_2,EK8R_70_F,14,1716.0
3X,IncT3x_2,EK8R_70_F,16,811.0
3X,IncT3x_2,EK8R_70_F,17,4262.0
3X,IncT3x_2,EK8R_70_F,19,211.0
3X,IncT3x_2,EK8R_70_F,33,1716.0
3X,IncT3x_2,EK8R_70_F,35,811.0
3X,IncT3x_2,EK8R_70_F,36,4262.0
3X,IncT3x_2,EK8R_70_F,38,211.0
3X,IncT3x_2,EK8R_70_F,52,1716.0
3X,IncT3x_2,EK8R_70_F,54,811.0
3X,IncT3x_2,EK8R_70_F,55,4262.0
3X,IncT3x_2,EK8R_70_F,57,211.0
3X,IncT3x_2,EK8R_16_F,10,315.0
3X,IncT3x_2,EK8R_16_F,12,7032.0
3X,IncT3x_2,EK8R_16_F,16,455.0
3X,IncT3x_2,EK8R_16_F,19,198.0
3X,IncT3x_2,EK8R_16_F,29,315.0
3X,IncT3x_2,EK8R_16_F,31,7032.0
3X,IncT3x_2,EK8R_16_F,35,455.0
3X,IncT3x_2,EK8R_16_F,38,198.0
3X,IncT3x_2,EK8R_16_F,48,315.0
3X,IncT3x_2,EK8R_16_F,50,7032.0
3X,IncT3x_2,EK8R_16_F,54,455.0
3X,IncT3x_2,EK8R_16_F,57,198.0
3X,IncT3x_2,EK8R_18_F,5,3468.0
3X,IncT3x_2,EK8R_18_F,8,2941.0
3X,IncT3x_2,EK8R_18_F,10,3125.0
3X,IncT3x_2,EK8R_18_F,19,3466.0
3X,IncT3x_2,EK8R_18_F,24,3468.0
3X,IncT3x_2,EK8R_18_F,27,2941.0
3X,IncT3x_2,EK8R_18_F,29,3125.0
3X,IncT3x_2,EK8R_18_F,38,3466.0
3X,IncT3x_2,EK8R_18_F,43,3468.0
3X,IncT3x_2,EK8R_18_F,46,2941.0
3X,IncT3x_2,EK8R_18_F,48,3125.0
3X,IncT3x_2,EK8R_18_F,57,3466.0
3X,IncT3x_2,EK8RM_05_16_4,5,1811.0
3X,IncT3x_2,EK8RM_05_16_4,7,3118.0
3X,IncT3x_2,EK8RM_05_16_4,11,2540.0
3X,IncT3x_2,EK8RM_05_16_4,19,31.0
3X,IncT3x_2,EK8RM_05_16_4,24,1811.0
3X,IncT3x_2,EK8RM_05_16_4,26,3118.0
3X,IncT3x_2,EK8RM_05_16_4,30,2540.0
3X,IncT3x_2,EK8RM_05_16_4,38,31.0
3X,IncT3x_2,EK8RM_05_16_4,43,1811.0
3X,IncT3x_2,EK8RM_05_16_4,45,3118.0
3X,IncT3x_2,EK8RM_05_16_4,49,2540.0
3X,IncT3x_2,EK8RM_05_16_4,57,31.0
3X,IncT3x_2,EK8RM_01_4_4,1,1634.0
3X,IncT3x_2,EK8RM_01_4_4,6,239.0
3X,IncT3x_2,EK8RM_01_4_4,7,233.0
3X,IncT3x_2,EK8RM_01_4_4,16,280.0
3X,IncT3x_2,EK8RM_01_4_4,17,6469.0
3X,IncT3x_2,EK8RM_01_4_4,19,145.0
3X,IncT3x_2,EK8RM_01_4_4,20,1634.0
3X,IncT3x_2,EK8RM_01_4_4,25,239.0
3X,IncT3x_2,EK8RM_01_4_4,26,233.0
3X,IncT3x_2,EK8RM_01_4_4,35,280.0
3X,IncT3x_2,EK8RM_01_4_4,36,6469.0
3X,IncT3x_2,EK8RM_01_4_4,38,145.0
3X,IncT3x_2,EK8RM_01_4_4,39,1634.0
3X,IncT3x_2,EK8RM_01_4_4,44,239.0
3X,IncT3x_2,EK8RM_01_4_4,45,233.0
3X,IncT3x_2,EK8RM_01_4_4,54,280.0
3X,IncT3x_2,EK8RM_01_4_4,55,6469.0
3X,IncT3x_2,EK8RM_01_4_4,57,145.0
3X,IncT3x_2,EK8RM_4_6,12,767.0
3X,IncT3x_2,EK8RM_4_6,13,806.0
3X,IncT3x_2,EK8RM_4_6,17,541.0
3X,IncT3x_2,EK8RM_4_6,19,3886.0
3X,IncT3x_2,EK8RM_4_6,31,767.0
3X,IncT3x_2,EK8RM_4_6,32,806.0
3X,IncT3x_2,EK8RM_4_6,36,541.0
3X,IncT3x_2,EK8RM_4_6,38,3886.0
3X,IncT3x_2,EK8RM_4_6,50,767.0
3X,IncT3x_2,EK8RM_4_6,51,806.0
3X,IncT3x_2,EK8RM_4_6,55,541.0
3X,IncT3x_2,EK8RM_4_6,57,3886.0
3X,IncT3x_2,EK8RM_6_8,10,6296.0
3X,IncT3x_2,EK8RM_6_8,12,901.0
3X,IncT3x_2,EK8RM_6_8,18,164.0
3X,IncT3x_2,EK8RM_6_8,19,139.0
3X,IncT3x_2,EK8RM_6_8,29,6296.0
3X,IncT3x_2,EK8RM_6_8,31,901.0
3X,IncT3x_2,EK8RM_6_8,37,164.0
3X,IncT3x_2,EK8RM_6_8,38,139.0
3X,IncT3x_2,EK8RM_6_8,48,6296.0
3X,IncT3x_2,EK8RM_6_8,50,901.0
3X,IncT3x_2,EK8RM_6_8,56,164.0
3X,IncT3x_2,EK8RM_6_8,57,139.0
3X,IncT3x_2,EK8RM_8_12,5,974.0
3X,IncT3x_2,EK8RM_8_12,15,19347.0
3X,IncT3x_2,EK8RM_8_12,16,3474.0
3X,IncT3x_2,EK8RM_8_12,19,205.0
3X,IncT3x_2,EK8RM_8_12,24,974.0
3X,IncT3x_2,EK8RM_8_12,34,19347.0
3X,IncT3x_2,EK8RM_8_12,35,3474.0
3X,IncT3x_2,EK8RM_8_12,38,205.0
3X,IncT3x_2,EK8RM_8_12,43,974.0
3X,IncT3x_2,EK8RM_8_12,53,19347.0
3X,IncT3x_2,EK8RM_8_12,54,3474.0
3X,IncT3x_2,EK8RM_8_12,57,205.0
3X,IncT3x_2,EK8RM_8_20,5,14939.0
3X,IncT3x_2,EK8RM_8_20,19,61.0
3X,IncT3x_2,EK8RM_8_20,24,14939.0
3X,IncT3x_2,EK8RM_8_20,38,61.0
3X,IncT3x_2,EK8RM_8_20,43,14939.0
3X,IncT3x_2,EK8RM_8_20,57,61.0
3X,IncT3x_2,EK8RM_12_16,11,617.0
3X,IncT3x_2,EK8RM_12_16,13,4096.0
3X,IncT3x_2,EK8RM_12_16,15,215.0
3X,IncT3x_2,EK8RM_12_16,19,72.0
3X,IncT3x_2,EK8RM_12_16,30,617.0
3X,IncT3x_2,EK8RM_12_16,32,4096.0
3X,IncT3x_2,EK8RM_12_16,34,215.0
3X,IncT3x_2,EK8RM_12_16,38,72.0
3X,IncT3x_2,EK8RM_12_16,49,617.0
3X,IncT3x_2,EK8RM_12_16,51,4096.0
3X,IncT3x_2,EK8RM_12_16,53,215.0
3X,IncT3x_2,EK8RM_12_16,57,72.0
3X,IncT3x_2,EK8RM_12_30,8,3541.0
3X,IncT3x_2,EK8RM_12_30,9,797.0
3X,IncT3x_2,EK8RM_12_30,12,23829.0
3X,IncT3x_2,EK8RM_12_30,17,159.0
3X,IncT3x_2,EK8RM_12_30,19,174.0
3X,IncT3x_2,EK8RM_12_30,27,3541.0
3X,IncT3x_2,EK8RM_12_30,28,797.0
3X,IncT3x_2,EK8RM_12_30,31,23829.0
3X,IncT3x_2,EK8RM_12_30,36,159.0
3X,IncT3x_2,EK8RM_12_30,38,174.0
3X,IncT3x_2,EK8RM_12_30,46,3541.0
3X,IncT3x_2,EK8RM_12_30,47,797.0
3X,IncT3x_2,EK8RM_12_30,50,23829.0
3X,IncT3x_2,EK8RM_12_30,55,159.0
3X,IncT3x_2,EK8RM_12_30,57,174.0
3X,IncT3x_2,EK8RM_18_30,9,1057.0
3X,IncT3x_2,EK8RM_18_30,13,333.0
3X,IncT3x_2,EK8RM_18_30,17,3360.0
3X,IncT3x_2,EK8RM_18_30,19,1250.0
3X,IncT3x_2,EK8RM_18_30,28,1057.0
3X,IncT3x_2,EK8RM_18_30,32,333.0
3X,IncT3x_2,EK8RM_18_30,36,3360.0
3X,IncT3x_2,EK8RM_18_30,38,1250.0
3X,IncT3x_2,EK8RM_18_30,47,1057.0
3X,IncT3x_2,EK8RM_18_30,51,333.0
3X,IncT3x_2,EK8RM_18_30,55,3360.0
3X,IncT3x_2,EK8RM_18_30,57,1250.0
3X,IncT3x_2,EK8RM_30_50,2,1135.0
3X,IncT3x_2,EK8RM_30_50,5,24171.0
3X,IncT3x_2,EK8RM_30_50,9,9589.0
3X,IncT3x_2,EK8RM_30_50,19,105.0
3X,IncT3x_2,EK8RM_30_50,21,1135.0
3X,IncT3x_2,EK8RM_30_50,24,24171.0
3X,IncT3x_2,EK8RM_30_50,28,9589.0
3X,IncT3x_2,EK8RM_30_50,38,105.0
3X,IncT3x_2,EK8RM_30_50,40,1135.0
3X,IncT3x_2,EK8RM_30_50,43,24171.0
3X,IncT3x_2,EK8RM_30_50,47,9589.0
3X,IncT3x_2,EK8RM_30_50,57,105.0
3X,IncT3x_2,EK8RM_28_F,9,6291.0
3X,IncT3x_2,EK8RM_28_F,14,753.0
3X,IncT3x_2,EK8RM_28_F,17,308.0
3X,IncT3x_2,EK8RM_28_F,19,148.0
3X,IncT3x_2,EK8RM_28_F,28,6291.0
3X,IncT3x_2,EK8RM_28_F,33,753.0
3X,IncT3x_2,EK8RM_28_F,36,308.0
3X,IncT3x_2,EK8RM_28_F,38,148.0
3X,IncT3x_2,EK8RM_28_F,47,6291.0
3X,IncT3x_2,EK8RM_28_F,52,753.0
3X,IncT3x_2,EK8RM_28_F,55,308.0
3X,IncT3x_2,EK8RM_28_F,57,148.0
3X,IncT3x_2,EK8RM_50_F,4,2834.0
3X,IncT3x_2,EK8RM_50_F,11,171.0
3X,IncT3x_2,EK8RM_50_F,18,330.0
3X,IncT3x_2,EK8RM_50_F,19,2665.0
3X,IncT3x_2,EK8RM_50_F,23,2834.0
3X,IncT3x_2,EK8RM_50_F,30,171.0
3X,IncT3x_2,EK8RM_50_F,37,330.0
3X,IncT3x_2,EK8RM_50_F,38,2665.0
3X,IncT3x_2,EK8RM_50_F,42,2834.0
3X,IncT3x_2,EK8RM_50_F,49,171.0
3X,IncT3x_2,EK8RM_50_F,56,330.0
3X,IncT3x_2,EK8RM_50_F,57,2665.0
3X,IncT3x_3,EK8A_16,5,176.0
3X,IncT3x_3,EK8A_16,19,74.0
3X,IncT3x_3,EK8A_16,24,176.0
3X,IncT3x_3,EK8A_16,38,74.0
3X,IncT3x_3,EK8A_16,43,176.0
3X,IncT3x_3,EK8A_16,57,74.0
3X,IncT3x_3,EK8A_24,15,1738.0
3X,IncT3x_3,EK8A_24,19,262.0
3X,IncT3x_3,EK8A_24,34,1738.0
3X,IncT3x_3,EK8A_24,38,262.0
3X,IncT3x_3,EK8A_24,53,1738.0
3X,IncT3x_3,EK8A_24,57,262.0
3X,IncT3x_3,EK8A_30,8,501.0
3X,IncT3x_3,EK8A_30,15,665.0
3X,IncT3x_3,EK8A_30,19,84.0
3X,IncT3x_3,EK8A_30,27,501.0
3X,IncT3x_3,EK8A_30,34,665.0
3X,IncT3x_3,EK8A_30,38,84.0
3X,IncT3x_3,EK8A_30,46,501.0
3X,IncT3x_3,EK8A_30,53,665.0
3X,IncT3x_3,EK8A_30,57,84.0
3X,IncT3x_3,EK8A_36,7,208.0
3X,IncT3x_3,EK8A_36,9,898.0
3X,IncT3x_3,EK8A_36,19,3144.0
3X,IncT3x_3,EK8A_36,26,208.0
3X,IncT3x_3,EK8A_36,28,898.0
3X,IncT3x_3,EK8A_36,38,3144.0
3X,IncT3x_3,EK8A_36,45,208.0
3X,IncT3x_3,EK8A_36,47,898.0
3X,IncT3x_3,EK8A_36,57,3144.0
3X,IncT3x_3,EK8A_46,1,152.0
3X,IncT3x_3,EK8A_46,7,1484.0
3X,IncT3x_3,EK8A_46,8,572.0
3X,IncT3x_3,EK8A_46,11,350.0
3X,IncT3x_3,EK8A_46,14,6220.0
3X,IncT3x_3,EK8A_46,16,429.0
3X,IncT3x_3,EK8A_46,19,293.0
3X,IncT3x_3,EK8A_46,20,152.0
3X,IncT3x_3,EK8A_46,26,1484.0
3X,IncT3x_3,EK8A_46,27,572.0
3X,IncT3x_3,EK8A_46,30,350.0
3X,IncT3x_3,EK8A_46,33,6220.0
3X,IncT3x_3,EK8A_46,35,429.0
3X,IncT3x_3,EK8A_46,38,293.0
3X,IncT3x_3,EK8A_46,39,152.0
3X,IncT3x_3,EK8A_46,45,1484.0
3X,IncT3x_3,EK8A_46,46,572.0
3X,IncT3x_3,EK8A_46,49,350.0
3X,IncT3x_3,EK8A_46,52,6220.0
3X,IncT3x_3,EK8A_46,54,429.0
3X,IncT3x_3,EK8A_46,57,293.0
3X,IncT3x_3,EK8A_54,11,331.0
3X,IncT3x_3,EK8A_54,13,1623.0
3X,IncT3x_3,EK8A_54,19,46.0
3X,IncT3x_3,EK8A_54,30,331.0
3X,IncT3x_3,EK8A_54,32,1623.0
3X,IncT3x_3,EK8A_54,38,46.0
3X,IncT3x_3,EK8A_54,49,331.0
3X,IncT3x_3,EK8A_54,51,1623.0
3X,IncT3x_3,EK8A_54,57,46.0
3X,IncT3x_3,EK8A_60,9,877.0
3X,IncT3x_3,EK8A_60,11,268.0
3X,IncT3x_3,EK8A_60,12,194.0
3X,IncT3x_3,EK8A_60,14,191.0
3X,IncT3x_3,EK8A_60,16,1261.0
3X,IncT3x_3,EK8A_60,18,7565.0
3X,IncT3x_3,EK8A_60,19,194.0
3X,IncT3x_3,EK8A_60,28,877.0
3X,IncT3x_3,EK8A_60,30,268.0
3X,IncT3x_3,EK8A_60,31,194.0
3X,IncT3x_3,EK8A_60,33,191.0
3X,IncT3x_3,EK8A_60,35,1261.0
3X,IncT3x_3,EK8A_60,37,7565.0
3X,IncT3x_3,EK8A_60,38,194.0
3X,IncT3x_3,EK8A_60,47,877.0
3X,IncT3x_3,EK8A_60,49,268.0
3X,IncT3x_3,EK8A_60,50,194.0
3X,IncT3x_3,EK8A_60,52,191.0
3X,IncT3x_3,EK8A_60,54,1261.0
3X,IncT3x_3,EK8A_60,56,7565.0
3X,IncT3x_3,EK8A_60,57,194.0
3X,IncT3x_3,EK8A_80,5,4436.0
3X,IncT3x_3,EK8A_80,9,5442.0
3X,IncT3x_3,EK8A_80,19,122.0
3X,IncT3x_3,EK8A_80,24,4436.0
3X,IncT3x_3,EK8A_80,28,5442.0
3X,IncT3x_3,EK8A_80,38,122.0
3X,IncT3x_3,EK8A_80,43,4436.0
3X,IncT3x_3,EK8A_80,47,5442.0
3X,IncT3x_3,EK8A_80,57,122.0
3X,IncT3x_3,EK8A_100,7,2519.0
3X,IncT3x_3,EK8A_100,11,249.0
3X,IncT3x_3,EK8A_100,16,673.0
3X,IncT3x_3,EK8A_100,19,9.0
3X,IncT3x_3,EK8A_100,26,2519.0
3X,IncT3x_3,EK8A_100,30,249.0
3X,IncT3x_3,EK8A_100,35,673.0
3X,IncT3x_3,EK8A_100,38,9.0
3X,IncT3x_3,EK8A_100,45,2519.0
3X,IncT3x_3,EK8A_100,49,249.0
3X,IncT3x_3,EK8A_100,54,673.0
3X,IncT3x_3,EK8A_100,57,9.0
3X,IncT3x_3,EK8A_120,12,571.0
3X,IncT3x_3,EK8A_120,15,3860.0
3X,IncT3x_3,EK8A_120,19,169.0
3X,IncT3x_3,EK8A_120,31,571.0
3X,IncT3x_3,EK8A_120,34,3860.0
3X,IncT3x_3,EK8A_120,38,169.0
3X,IncT3x_3,EK8A_120,50,571.0
3X,IncT3x_3,EK8A_120,53,3860.0
3X,IncT3x_3,EK8A_120,57,169.0
3X,IncT3x_3,EK8A_150,2,1691.0
3X,IncT3x_3,EK8A_150,3,1349.0
3X,IncT3x_3,EK8A_150,10,1254.0
3X,IncT3x_3,EK8A_150,19,206.0
3X,IncT3x_3,EK8A_150,21,1691.0
3X,IncT3x_3,EK8A_150,22,1349.0
3X,IncT3x_3,EK8A_150,29,1254.0
3X,IncT3x_3,EK8A_150,38,206.0
3X,IncT3x_3,EK8A_150,40,1691.0
3X,IncT3x_3,EK8A_150,41,1349.0
3X,IncT3x_3,EK8A_150,48,1254.0
3X,IncT3x_3,EK8A_150,57,206.0
3X,IncT3x_3,EK8A_FFF,10,2096.0
3X,IncT3x_3,EK8A_FFF,16,685.0
3X,IncT3x_3,EK8A_FFF,19,219.0
3X,IncT3x_3,EK8A_FFF,29,2096.0
3X,IncT3x_3,EK8A_FFF,35,685.0
3X,IncT3x_3,EK8A_FFF,38,219.0
3X,IncT3x_3,EK8A_FFF,48,2096.0
3X,IncT3x_3,EK8A_FFF,54,685.0
3X,IncT3x_3,EK8A_FFF,57,219.0
3X,IncT3x_3,EK8R_3_5_7,1,803.0
3X,IncT3x_3,EK8R_3_5_7,19,197.0
3X,IncT3x_3,EK8R_3_5_7,20,803.0
3X,IncT3x_3,EK8R_3_5_7,38,197.0
3X,IncT3x_3,EK8R_3_5_7,39,803.0
3X,IncT3x_3,EK8R_3_5_7,57,197.0
3X,IncT3x_3,EK8R_4_10,16,3607.0
3X,IncT3x_3,EK8R_4_10,17,1658.0
3X,IncT3x_3,EK8R_4_10,18,3487.0
3X,IncT3x_3,EK8R_4_10,19,248.0
3X,IncT3x_3,EK8R_4_10,35,3607.0
3X,IncT3x_3,EK8R_4_10,36,1658.0
3X,IncT3x_3,EK8R_4_10,37,3487.0
3X,IncT3x_3,EK8R_4_10,38,248.0
3X,IncT3x_3,EK8R_4_10,54,3607.0
3X,IncT3x_3,EK8R_4_10,55,1658.0
3X,IncT3x_3,EK8R_4_10,56,3487.0
3X,IncT3x_3,EK8R_4_10,57,248.0
3X,IncT3x_3,EK8R_6_10,5,353.0
3X,IncT3x_3,EK8R_6_10,17,190.0
3X,IncT3x_3,EK8R_6_10,18,3379.0
3X,IncT3x_3,EK8R_6_10,19,78.0
3X,IncT3x_3,EK8R_6_10,24,353.0
3X,IncT3x_3,EK8R_6_10,36,190.0
3X,IncT3x_3,EK8R_6_10,37,3379.0
3X,IncT3x_3,EK8R_6_10,38,78.0
3X,IncT3x_3,EK8R_6_10,43,353.0
3X,IncT3x_3,EK8R_6_10,55,190.0
3X,IncT3x_3,EK8R_6_10,56,3379.0
3X,IncT3x_3,EK8R_6_10,57,78.0
3X,IncT3x_3,EK8R_10_20,16,362.0
3X,IncT3x_3,EK8R_10_20,18,322.0
3X,IncT3x_3,EK8R_10_20,19,216.0
3X,IncT3x_3,EK8R_10_20,35,362.0
3X,IncT3x_3,EK8R_10_20,37,322.0
3X,IncT3x_3,EK8R_10_20,38,216.0
3X,IncT3x_3,EK8R_10_20,54,362.0
3X,IncT3x_3,EK8R_10_20,56,322.0
3X,IncT3x_3,EK8R_10_20,57,216.0
3X,IncT3x_3,EK8R_12_16,2,4271.0
3X,IncT3x_3,EK8R_12_16,12,206.0
3X,IncT3x_3,EK8R_12_16,14,240.0
3X,IncT3x_3,EK8R_12_16,15,1988.0
3X,IncT3x_3,EK8R_12_16,17,4984.0
3X,IncT3x_3,EK8R_12_16,18,239.0
3X,IncT3x_3,EK8R_12_16,19,72.0
3X,IncT3x_3,EK8R_12_16,21,4271.0
3X,IncT3x_3,EK8R_12_16,31,206.0
3X,IncT3x_3,EK8R_12_16,33,240.0
3X,IncT3x_3,EK8R_12_16,34,1988.0
3X,IncT3x_3,EK8R_12_16,36,4984.0
3X,IncT3x_3,EK8R_12_16,37,239.0
3X,IncT3x_3,EK8R_12_16,38,72.0
3X,IncT3x_3,EK8R_12_16,40,4271.0
3X,IncT3x_3,EK8R_12_16,50,206.0
3X,IncT3x_3,EK8R_12_16,52,240.0
3X,IncT3x_3,EK8R_12_16,53,1988.0
3X,IncT3x_3,EK8R_12_16,55,4984.0
3X,IncT3x_3,EK8R_12_16,56,239.0
3X,IncT3x_3,EK8R_12_16,57,72.0
3X,IncT3x_3,EK8R_10_36,5,324.0
3X,IncT3x_3,EK8R_10_36,15,1596.0
3X,IncT3x_3,EK8R_10_36,19,80.0
3X,IncT3x_3,EK8R_10_36,24,324.0
3X,IncT3x_3,EK8R_10_36,34,1596.0
3X,IncT3x_3,EK8R_10_36,38,80.0
3X,IncT3x_3,EK8R_10_36,43,324.0
3X,IncT3x_3,EK8R_10_36,53,1596.0
3X,IncT3x_3,EK8R_10_36,57,80.0
3X,IncT3x_3,EK8R_20_40,6,2473.0
3X,IncT3x_3,EK8R_20_40,16,355.0
3X,IncT3x_3,EK8R_20_40,17,174.0
3X,IncT3x_3,EK8R_20_40,19,148.0
3X,IncT3x_3,EK8R_20_40,25,2473.0
3X,IncT3x_3,EK8R_20_40,35,355.0
3X,IncT3x_3,EK8R_20_40,36,174.0
3X,IncT3x_3,EK8R_20_40,38,148.0
3X,IncT3x_3,EK8R_20_40,44,2473.0
3X,IncT3x_3,EK8R_20_40,54,355.0
3X,IncT3x_3,EK8R_20_40,55,174.0
3X,IncT3x_3,EK8R_20_40,57,148.0
3X,IncT3x_3,EK8R_08_20,13,1588.0
3X,IncT3x_3,EK8R_08_20,18,1307.0
3X,IncT3x_3,EK8R_08_20,19,105.0
3X,IncT3x_3,EK8R_08_20,32,1588.0
3X,IncT3x_3,EK8R_08_20,37,1307.0
3X,IncT3x_3,EK8R_08_20,38,105.0
3X,IncT3x_3,EK8R_08_20,51,1588.0
3X,IncT3x_3,EK8R_08_20,56,1307.0
3X,IncT3x_3,EK8R_08_20,57,105.0
3X,IncT3x_3,EK8R_40_F,1,440.0
3X,IncT3x_3,EK8R_40_F,4,230.0
3X,IncT3x_3,EK8R_40_F,7,1083.0
3X,IncT3x_3,EK8R_40_F,17,2037.0
3X,IncT3x_3,EK8R_40_F,19,210.0
3X,IncT3x_3,EK8R_40_F,20,440.0
3X,IncT3x_3,EK8R_40_F,23,230.0
3X,IncT3x_3,EK8R_40_F,26,1083.0
3X,IncT3x_3,EK8R_40_F,36,2037.0
3X,IncT3x_3,EK8R_40_F,38,210.0
3X,IncT3x_3,EK8R_40_F,39,440.0
3X,IncT3x_3,EK8R_40_F,42,230.0
3X,IncT3x_3,EK8R_40_F,45,1083.0
3X,IncT3x_3,EK8R_40_F,55,2037.0
3X,IncT3x_3,EK8R_40_F,57,210.0
3X,IncT3x_3,EK8R_70_F,6,6818.0
3X,IncT3x_3,EK8R_70_F,19,182.0
3X,IncT3x_3,EK8R_70_F,25,6818.0
3X,IncT3x_3,EK8R_70_F,38,182.0
3X,IncT3x_3,EK8R_70_F,44,6818.0
3X,IncT3x_3,EK8R_70_F,57,182.0
3X,IncT3x_3,EK8R_16_F,4,1462.0
3X,IncT3x_3,EK8R_16_F,10,770.0
3X,IncT3x_3,EK8R_16_F,14,4951.0
3X,IncT3x_3,EK8R_16_F,16,204.0
3X,IncT3x_3,EK8R_16_F,18,492.0
3X,IncT3x_3,EK8R_16_F,19,121.0
3X,IncT3x_3,EK8R_16_F,23,1462.0
3X,IncT3x_3,EK8R_16_F,29,770.0
3X,IncT3x_3,EK8R_16_F,33,4951.0
3X,IncT3x_3,EK8R_16_F,35,204.0
3X,IncT3x_3,EK8R_16_F,37,492.0
3X,IncT3x_3,EK8R_16_F,38,121.0
3X,IncT3x_3,EK8R_16_F,42,1462.0
3X,IncT3x_3,EK8R_16_F,48,770.0
3X,IncT3x_3,EK8R_16_F,52,4951.0
3X,IncT3x_3,EK8R_16_F,54,204.0
3X,IncT3x_3,EK8R_16_F,56,492.0
3X,IncT3x_3,EK8R_16_F,57,121.0
3X,IncT3x_3,EK8R_18_F,6,1107.0
3X,IncT3x_3,EK8R_18_F,16,4260.0
3X,IncT3x_3,EK8R_18_F,17,7492.0
3X,IncT3x_3,EK8R_18_F,19,141.0
3X,IncT3x_3,EK8R_18_F,25,1107.0
3X,IncT3x_3,EK8R_18_F,35,4260.0
3X,IncT3x_3,EK8R_18_F,36,7492.0
3X,IncT3x_3,EK8R_18_F,38,141.0
3X,IncT3x_3,EK8R_18_F,44,1107.0
3X,IncT3x_3,EK8R_18_F,54,4260.0
3X,IncT3x_3,EK8R_18_F,55,7492.0
3X,IncT3x_3,EK8R_18_F,57,141.0
3X,IncT3x_3,EK8RM_05_16_4,15,762.0
3X,IncT3x_3,EK8RM_05_16_4,16,2000.0
3X,IncT3x_3,EK8RM_05_16_4,18,4367.0
3X,IncT3x_3,EK8RM_05_16_4,19,371.0
3X,IncT3x_3,EK8RM_05_16_4,34,762.0
3X,IncT3x_3,EK8RM_05_16_4,35,2000.0
3X,IncT3x_3,EK8RM_05_16_4,37,4367.0
3X,IncT3x_3,EK8RM_05_16_4,38,371.0
3X,IncT3x_3,EK8RM_05_16_4,53,762.0
3X,IncT3x_3,EK8RM_05_16_4,54,2000.0
3X,IncT3x_3,EK8RM_05_16_4,56,4367.0
3X,IncT3x_3,EK8RM_05_16_4,57,371.0
3X,IncT3x_3,EK8RM_01_4_4,3,656.0
3X,IncT3x_3,EK8RM_01_4_4,7,933.0
3X,IncT3x_3,EK8RM_01_4_4,13,1058.0
3X,IncT3x_3,EK8RM_01_4_4,17,6351.0
3X,IncT3x_3,EK8RM_01_4_4,19,2.0
3X,IncT3x_3,EK8RM_01_4_4,22,656.0
3X,IncT3x_3,EK8RM_01_4_4,26,933.0
